sku,cost_price,fully_qualified_name,active,incremental_order_quantity,pack_size,pack_size_qty,weight,weight_units
WT157272CF,0.12,Label-NB-1Pack:Chai,True,1,Each,,0,
WT159032CF,0.12,Label-NB-1Pack:Chocolate Sea Salt,True,1,Each,,0,
WT159029CF,0.12,Label-NB-1Pack:GGet Espresso,True,1,Each,,0,
WT157276CF,0.12,Label-NB-1Pack:Fiji Ginger,True,1,Each,,0,
WT158147CF,0.12,Label-NB-1Pack:Hot Mamba,True,1,Each,,0,
WT157274CF,0.12,Label-NB-1Pack:Maple Cinnamon,True,1,Each,,0,
WT157270CF,0.12,Label-NB-1Pack:Peanut Butter,True,1,Each,,0,
WT158149CF,0.12,Label-NB-1Pack:Peanut Pecan,True,1,Each,,0,
WT158153CF,0.12,Label-NB-1Pack:Toasted Coconut,True,1,Each,,0,
LABEL-NB-2PACK,0,Label-NB-2Pack,True,1,Each,,0,
WT158152CF,0.12,Label-NB-2Pack:Almond Butter,True,1,Each,,0,
WT157273CF,0.12,Label-NB-2Pack:Chai,True,1,Each,,0,
WT159033CF,0.12,Label-NB-2Pack:Chocolate Sea Salt,True,1,Each,,0,
WT159030CF,0.12,Label-NB-2Pack:GGet Espresso,True,1,Each,,0,
WT157277CF,0.12,Label-NB-2Pack:Fiji Ginger,True,1,Each,,0,
WT158148CF,0.12,Label-NB-2Pack:Hot Mamba,True,1,Each,,0,
WT157275CF,0.12,Label-NB-2Pack:Maple Cinnamon,True,1,Each,,0,
WT157271CF,0.12,Label-NB-2Pack:Peanut Butter,True,1,Each,,0,
WT158150CF,0.12,Label-NB-2Pack:Peanut Pecan,True,1,Each,,0,
WT158154CF,0.12,Label-NB-2Pack:Toasted Coconut,True,1,Each,,0,
LABEL-NB-OTHER,0,Label-NB-Other,True,1,Each,,0,
S-13166,0.01,Label-NB-Other:Best by,True,1,Each,,0,
NB-LABEL-GIFT4U,0.44,Label-NB-Other:Gift,True,1,Each,,0,
WT156077CF,0.08,Label-NB-Other:13 oz Lid,True,1,Each,,0,
LABEL-NB-LID-LTD,0.19,Label-NB-Other:Ltd Batch Lid,True,1,Each,,0,
WT142661CF,0.25,Label-NB-Other:Bulk - Sequential,True,1,Each,,0,
WT157224CF,0.44,Label-NB-Other:PNUT-MPC-CHAI-FGIN,True,1,Each,,0,
WT157431CF,0.44,Label-NB-Other:ALM-CSS-FGIN-TCO,True,1,Each,,0,
WT161823CF,0.19,Label-NB-Other:Wag Butter Lid,True,1,Each,,0,
PKG-NB,0,NB Packaging,True,1,Each,,0,
G10-70-450BIGSPOON01-28,0.2,NB Packaging:10 oz Jar,True,1,Each,,0,
G12-70-450ECO02-2,0.27,NB Packaging:13 oz Jar,True,1,Each,,0,
PKG-JAR-4OZ,0.21416,NB Packaging:4 oz Jar,True,1,Each,,0,
C70G-450GGMLP-5,0.11,NB Packaging:Jar Lid,True,1,Each,,0,
PL09W,0.5,NB Packaging:1 Gal Lid,True,1,Each,,0,
P009,1.63,NB Packaging:1 Gal Bucket,True,1,Each,,0,
S-9948,1.65,NB Packaging:5 Gal Lid,True,1,Each,,0,
S-7914,5.05,NB Packaging:5 Gal Bucket,True,1,Each,,0,
44W64W,1.51,NB Packaging:Half Gal Bucket,True,1,Each,,0,
44W64L,0.69,NB Packaging:Half Gal Lid,True,1,Each,,0,
PKG-BOX-2PK-4PK,0.49,NB Packaging:2-4-Pack Box,True,1,Each,,0,
101006,1,NB Packaging:Gift Box,True,1,Each,,0,
LABEL-BAR,0,Label-Bar,True,1,Each,,0,
25488,0.087,Label-Bar:AP Rollstock,True,1,Impression,,0,
25490,0.087,Label-Bar:CP Rollstock,True,1,Impression,,0,
25492,0.087,Label-Bar:CC Rollstock,True,1,Impression,,0,
25494,0.087,Label-Bar:FC Rollstock,True,1,Impression,,0,
WT149183CF,0.04,Label-Bar:AP Box,True,1,Each,,0,
WT149187CF,0.04,Label-Bar:CC Box,True,1,Each,,0,
WT149184CF,0.04,Label-Bar:CP Box,True,1,Each,,0,
WT149189CF,0.04,Label-Bar:FC Box,True,1,Each,,0,
LABEL-BAR-BOX-VP,0.04,Label-Bar:VP Box,True,1,Each,,0,
26494,0.087,Label-Bar:Blank Rollstock,True,1,Impression,,0,
PKG-BAR,0,Bar Packaging,True,1,Each,,0,
PKG-BAR-BOX,0.52,Bar Packaging:Bar Box,True,1,Each,,0,
PKG-SHIPPING,0,Shipping Packaging,True,1,Each,,0,
1186,0.7,Shipping Packaging:Box - 11.25x8.75x6,True,1,Each,,0,
121010,0.74,Shipping Packaging:Box - 12x10x10,True,1,Each,,0,
666,0.9,Shipping Packaging:Box - 6x6x6,True,1,Each,,0,
966,0.48,Shipping Packaging:Box - 9x6x6,True,1,Each,,0,
986,0.6,Shipping Packaging:Box - 9x8x6,True,1,Each,,0,
12717,0.35,"Shipping Packaging:Box - Protector Pad, 3-4 PK",True,1,Each,,0,
12912,0.22,Shipping Packaging:Box - Small Protector Pad insert,True,1,Each,,0,
36804,0.671,Shipping Packaging:Box Filler 30 5/16 x 15 1/4,True,1,Each,,0,
674067,38.23,Shipping Packaging:104618 COLONIAL 72MMX100M 1.6MIL,True,1,CASE,,0,
74045,55.11,"Shipping Packaging:18""X1500' STRETCH FLEX 80GA FILM",False,1,CASE,,0,
371012,60.08,Shipping Packaging:CLEAR 72MMX100M BOX TAPE 2.0 MIL,True,1,CASE,,0,
180048,13.91,"Shipping Packaging:Kraft Paper Roll - 24"" 40 lb",True,1,Each,,0,
Sq100,292,"Shipping Packaging:Ribbon - SQ100 Gen Purpose wax/resin, 33mm x 600m Black - 1 case (25/case)",True,1,Each,,0,
2201,1.71,Shipping Packaging:Shipping Box 1-2 Level,True,1,Each,,0,
15239,1.84,Shipping Packaging:Shipping Box 3-4 Level,True,1,Each,,0,
153311W,48.49,"Shipping Packaging:Ranpak Machine Roll, White",False,1,Each,,0,
5010000VK,48.49,"Shipping Packaging:Ranpak Machine Roll, Kraft",False,1,Each,,0,
S-13609,0.71,Shipping Packaging:Poly Mailer 15x20x4 Expansion,True,1,Each,,0,
126382,1556.58,"Shipping Packaging:Ranpak Machine Roll, Mixed Pallet",True,1,Pallet (30 rolls),30.0,0,
031026,38.89,Shipping Packaging:15.7x1476 Stretch Film,True,1,Box,,0,
S-15895,1.02,Shipping Packaging:Poly Mailer 20x24x4 Expansion,True,1,Each,,0,
39876,0.36,Shipping Packaging:Box - 9x7x6,True,1,Each,,0,
005836,62.59,Shipping Packaging:Hot Melt Smart Clear Tape,True,1,Each,,0,
39877,0.547,Shipping Packaging:Box - 11.5x9x6,True,1,Pallet (750 boxes),,0,
GS-GLOVES,0,Gloves,True,1,,,0,
198149,35.83,Gloves:Latex - Small,True,1,CASE,,0,
198153,41.98,Gloves:Nitrile - Small,True,1,CASE,,0,
198154,41.98,Gloves:Nitrile - Medium,True,1,CASE,,0,
198155,41.98,Gloves:Nitrile - Large,True,1,1000/CASE,,0,
GS-PROTECTS,0,Protective Coverings,True,1,,,0,
14002,25.13,"Protective Coverings:Cap - 21""",True,1,CASE,,0,
553050,30.87,Protective Coverings:Cap - ?,True,1,CASE,,0,
697083,2.9,"Protective Coverings:Cap - 24""",True,1,BAG,,0,
310017,2.54,Protective Coverings:Beard,True,1,PACK,,0,
54040,18.19,Protective Coverings:Shoe,True,1,CASE,,0,
GS-OTHER,0,Other Supplies,True,1,,,0,
600555,39.67,Other Supplies:TP,True,1,CASE,,0,
27344,53.47,Other Supplies:Handwash Paper Towels,True,1,CASE,,0,
600100,23.93,Other Supplies:Prod Paper Towels,True,1,CASE,,0,
125713,27.85,Other Supplies:Trash Bags,True,1,CASE,,0,
8092,39.91,Other Supplies:Pan Liners,True,1,CASE,,0,
CO-1123,885,Other Supplies:Alpet 70/30 - 50 gal drum,True,1,50g Drum,,0,
CO-1082,67.52,Other Supplies:Alpet QE2 Sanitizing Foam Soap,True,1,Case (6*1.5L),,0,
ALPET-16OZ,2.21,Other Supplies:16oz Alpet,True,1,,,16,oz
MERCH-JAM,0,Featured Jam,True,1,,,0,
MERCH-JAM-OCT19,7,Featured Jam:Lemon Bird Preserves Bourbon Figs with Vanilla & Smoked Salt,False,1,,,0,
MERCH-JAM-DEC19,6.96,Featured Jam:Girl Meets Dirt Pear Balsamic,False,1,7.75 oz,1.0,1.13,lb
MERCH-JAM-BLENAPRICOT,7,Featured Jam:Lemon Bird Preserves Blenheim Apricot,False,1,,,0,
MERCH-JAM-FLAVPLUMCOT,6,Featured Jam:Lemon Bird Preserves Flavorella Plumcot,False,1,,,0,
MERCH-JAM-PEARGINGER,6,Featured Jam:Lemon Bird Preserves Pear Ginger,False,1,,,0,
MERCH-JAM-FIDDLEHEAD,6.5,Featured Jam:Fiddlehead Farm Jams,False,1,,,0,
MERCH-JAM-NOV19,6,Featured Jam:Urban Canning Co. Spiced Apple,False,1,,,0,
MERCH-JAM-JAN20,4.58,Featured Jam:Brins Strawberry Lemongrass,False,1,,,0,
MERCH-JAM-FEB20,8.33,Featured Jam:Frog Hollow Farm Organic Blood Orange & Strawberry Marmalade,True,1,,,0,
MERCH-JAM-MAR20,7.25,Featured Jam:V Smiley Preserves Black Currant Shiro Plum,True,12,,,1.5,lb
MERCH-JAM-APRIL20,4.5,Featured Jam:Potlicker Kitchen Pear Ginger Jam,True,1,,,1.5,lb
GRANOLA,2.75,Michele's Granola,True,1,20 lb,,1,lb
2123,16.99,Lemon Powder,True,1,,,0,
LABEL-GENERAL,0,LABEL-GENERAL,True,1,,,0,
WT137957CF,0.12,LABEL-GENERAL:Made with BSR,True,1,,,0,
RPS,1.05,Conventional Peanuts,True,1,30lb ,,1,lb
0560,0,Guittard Onyx 72% Bittersweet Chocolate Callets,True,1,,0.0,1,lb
1309922,0,Chia Seeds,True,1,3 lb,,1,lb
36285,4.13,Walnuts,True,1,,,1,lb
SJH6000,5.43,Allspice,True,1,25 lb,,1,lb
SJH 8500,10.3,Nutmeg,True,1,25 lb,,1,lb
